FaultModel,DataItem,Span,Type,FaultClass,Min,Max,Threshold,Delta,State,Value
MagnetorquerSetPWMRSP,30,2,DOUBLE,VOR,0,0.2,NA,0.1,NA,NA
MagnetorquerSetPWMRSP,32,2,DOUBLE,VOR,0.14,0.21,NA,0.01,NA,NA
MagnetorquerSetPWMRSP,34,2,DOUBLE,VOR,0,0.2,NA,0.1,NA,NA
MagnetorquerSetPWMRSP,36,2,DOUBLE,VOR,0.14,0.21,NA,0.01,NA,NA
MagnetorquerSetPWMRSP,38,2,DOUBLE,VOR,0,0.2,NA,0.1,NA,NA
MagnetorquerSetPWMRSPFailure,0,1,HEX,IV,NA,NA,NA,NA,NA,0x51
MagnetorquerSetPWMRSPFailure,0,1,HEX,IV,NA,NA,NA,NA,NA,0x52
MagnetorquerSetPWMRSPFailure,0,1,HEX,IV,NA,NA,NA,NA,NA,0x53
MagnetorquerSetPWMRSPFailure,0,1,HEX,IV,NA,NA,NA,NA,NA,0x54
MagnetorquerSetPWMRSPFailure,0,1,HEX,IV,NA,NA,NA,NA,NA,0x56
MagnetorquerSetPWMRSPFailure,0,1,HEX,IV,NA,NA,NA,NA,NA,0x5d
MagnetorquerSetPWMRSPFailure,0,1,HEX,IV,NA,NA,NA,NA,NA,0x5e
